Base Word,Guideword,Level,Part of Speech,Topic
impact,HITTING,C2,noun,
ingredient,SUCCESS,B2,noun,
form,BEGIN TO EXIST,B2,verb,
grade,LEVEL,C1,verb,
hail,CALL,C2,verb,
hire,EMPLOY,B2,verb,
hit,AFFECT,B2,verb,
impact,,C1,verb,
narrative,,C2,noun,arts and media
notify,,C1,verb,communication
measure,AMOUNT,C2,noun,describing things
mountain,PILE,C2,noun,describing things
maths,,A2,noun,education
joint,PLACE,C1,noun,homes and buildings
lab,,B1,noun,homes and buildings
note,,B1,verb,people: actions
observe,NOTICE,C1,verb,people: actions
obtain,,B2,verb,people: actions
kid,,A2,noun,people: appearance
lad,,C2,noun,people: appearance
mate,,B1,noun,relationships
mum,,A1,noun,relationships
insert,PUT INTO,C1,verb,
insert,ADD TO WRITING,C1,verb,
occupation,HOBBY,C1,noun,
offspring,,C2,noun,
inquiry,ASKING QUESTIONS,C2,noun,
merit,,C1,noun,
nature,TYPE,C1,noun,
merit,,C2,verb,
oblige,,C1,verb,
kick,FEELING,C2,noun,
minute,SHORT TIME,A2,noun,
junk,,C1,noun,
make,ARRIVE,B1,verb,
land,COUNTRY,C2,noun,
kill,CAUSE PAIN,C1,verb,
intolerance,,C2,noun,people: personality
intruder,CRIME,C2,noun,crime
installation,SOFTWARE,C1,noun,technology
interaction,,C1,noun,communication
insomnia,,C2,noun,body and health
invade,WAR,B2,verb,people: actions
introvert,,C2,noun,people: personality
input,COMPUTER,B2,noun,technology
interval,THEATRE,B1,noun,arts and media
interfere,TRY TO CONTROL,B2,verb,people: actions
intervene,,C2,verb,people: actions
misinterpret,,C2,verb,communication
mislead,,C1,verb,communication
musical,,B2,noun,arts and media
official,,C2,noun,work
insurance,,B2,noun,money
maintenance,,B2,noun,people: actions
innocence,NOT EXPERIENCED,C2,noun,people: personality
intelligence,,B2,noun,people: personality
offender,,B2,noun,crime
learner,,B2,noun,education
observer,,C2,noun,people: actions
master,SKILLED PERSON,C2,noun,people: personality
monster,PERSON,C2,noun,people: personality
leader,PERSON IN CONTROL,B1,noun,politics
lover,SEX,B1,noun,relationships
keeper,FOOTBALL,B1,noun,shopping
leader,WINNER,C1,noun,shopping
MP3 player,,A2,noun,technology
manager,,A2,noun,work
manufacturer,,B2,noun,work
miner,,C1,noun,work
officer,POSITION OF AUTHORITY,B1,noun,work
officer,MILITARY,B2,noun,work
meeting,,A2,noun,communication
meaning,EXPRESS,B1,noun,communication
learning,,B2,noun,education
lightning,,B1,noun,natural world
ironing,,B1,noun,people: actions
marketing,,B2,noun,shopping
landing,,B2,noun,travel
manufacturing,,B2,noun,work
introduction,TEXT,B2,noun,communication
invitation,SOCIAL,A2,noun,communication
objection,,B2,noun,communication
legislation,,C2,noun,crime
introduction,BASIC KNOWLEDGE,B2,noun,education
institution,PLACE,B2,noun,homes and buildings
introduction,SOMETHING NEW,B2,noun,people: actions
invasion,WAR,B2,noun,people: actions
motivation,,B2,noun,people: personality
inspiration,IDEAS,B2,noun,people: personality
irritation,,C2,noun,people: personality
obsession,,B2,noun,people: personality
mission,JOB,C2,noun,work
occupation,JOB,A2,noun,work
materialist,,C2,noun,people: personality
motorist,,B2,noun,travel
longevity,,C2,noun,body and health
mortality,,C2,noun,body and health
obesity,,C1,noun,body and health
majority,,B2,noun,describing things
minority,LESS THAN HALF,B2,noun,describing things
integrity,,C2,noun,people: personality
investment,MONEY,B2,noun,money
movement,CHANGE OF POSITION,B2,noun,people: actions
management,,B2,noun,work
kindness,,B2,noun,people: personality
laziness,,B2,noun,people: personality
nervousness,,C1,noun,people: personality
narrator,,C2,noun,arts and media
investor,,B2,noun,money
inspector,PERSON WHO INSPECTS,B2,noun,work
instructor,,B1,noun,work
leadership,QUALITY,C1,noun,people: personality
killer,,B1,noun,crime
murderer,,B1,noun,crime
insect,,A2,noun,animals
kangaroo,,B1,noun,animals
kitten,,B1,noun,animals
leopard,,B2,noun,animals
lion,,A2,noun,animals
mammal,,C1,noun,animals
monkey,,A2,noun,animals
mosquito,,B1,noun,animals
mouse,ANIMAL,A2,noun,animals
nest,BIRDS,C2,noun,animals
nest,,C2,verb,animals
instrument,MUSIC,A2,noun,arts and media
issue,MAGAZINE,B2,noun,arts and media
item,NEWS,B2,noun,arts and media
keyboard,MUSICAL INSTRUMENT,A2,noun,arts and media
magazine,,A2,noun,arts and media
masterpiece,,C2,noun,arts and media
melody,,C2,noun,arts and media
movie,,A1,noun,arts and media
newspaper,TO READ,A1,noun,arts and media
note,MUSIC,C2,noun,arts and media
novel,,B1,noun,arts and media
jazz,,A2,noun,arts and media
literature,BOOKS,B1,noun,arts and media
music,SOUNDS,A1,noun,arts and media
newspaper,PAPER,A2,noun,arts and media
lyrics,,B2,noun,arts and media
jaw,,B2,noun,body and health
joint,BODY PART,C2,noun,body and health
kidney,,C2,noun,body and health
knee,,B1,noun,body and health
knuckle,,C2,noun,body and health
lap,BODY,B2,noun,body and health
leg,,A1,noun,body and health
lip,,B1,noun,body and health
lung,,B2,noun,body and health
mouth,FACE,A1,noun,body and health
nail,BODY PART,B2,noun,body and health
neck,PART OF BODY,A2,noun,body and health
needle,MEDICAL,C2,noun,body and health
nerve,PART OF THE BODY,C2,noun,body and health
nose,ON FACE,A1,noun,body and health
nostril,,C2,noun,body and health
injury,,B2,noun,body and health
labour,BIRTH,C2,noun,body and health
liver,,B2,noun,body and health
medicine,SUBSTANCE,A2,noun,body and health
muscle,IN BODY,B2,noun,body and health
jacket,,A1,noun,clothes
jumper,,A2,noun,clothes
mask,,B2,noun,clothes
neck,PART OF CLOTHING,C2,noun,clothes
necklace,,A2,noun,clothes
jewellery,,A2,noun,clothes
kit,SPORTS CLOTHES,A2,noun,clothes
jeans,,A1,noun,clothes
knickers,,B1,noun,clothes
look,FASHION,C1,noun,clothes
inquiry,QUESTION,B1,noun,communication
inquiry,PROCESS,C2,noun,communication
insult,RUDE REMARK,B2,noun,communication
interview,FOR JOB,B1,noun,communication
interview,"FOR ARTICLE/TV, ETC.",B1,noun,communication
issue,SUBJECT,B1,noun,communication
joke,FUNNY,B1,noun,communication
label,INFORMATION,B1,noun,communication
label,WORD,C2,noun,communication
language,"ENGLISH/SPANISH/JAPANESE, ETC.",A1,noun,communication
letter,MESSAGE,A1,noun,communication
letter,SYMBOL,A2,noun,communication
licence,,A2,noun,communication
lie,,B1,noun,communication
line,WORDS,B1,noun,communication
list,,A2,noun,communication
logo,,B1,noun,communication
manual,,B2,noun,communication
margin,OUTER PART,C2,noun,communication
mark,SYMBOL,C1,noun,communication
matter,SITUATION,B2,noun,communication
memo,,C1,noun,communication
message,INFORMATION,A1,noun,communication
motion,SUGGESTION,C2,noun,communication
name,CALL,A1,noun,communication
native speaker,,B2,noun,communication
note,LETTER,A1,noun,communication
notebook,FOR WRITING,A2,noun,communication
notice,SIGN,A2,noun,communication
number,TELEPHONE,A1,noun,communication
number,SHOWING SOMETHING,A1,noun,communication
offer,SAYING YOU WILL DO/GIVE,A2,noun,communication
jargon,,C1,noun,communication
language,COMMUNICATION,B1,noun,communication
language,TYPE OF WORDS,C1,noun,communication
mail,LETTERS,A2,noun,communication
mail,POST,A2,noun,communication
news,INFORMATION,A2,noun,communication
notice,WARNING,B1,noun,communication
ink,,B1,noun,communication
legend,STORY,B2,noun,communication
material,DOCUMENTS,B1,noun,communication
mention,,B2,noun,communication
metaphor,,C2,noun,communication
myth,STORY,B2,noun,communication
inverted commas,,B2,noun,communication
insist,SAY FIRMLY,B2,verb,communication
insist,DEMAND,B1,verb,communication
joke,NOT SERIOUS,B1,verb,communication
lie,,B1,verb,communication
listen,PAY ATTENTION,B1,verb,communication
moan,COMPLAIN,C2,verb,communication
object,,B2,verb,communication
instruct,ORDER,C1,verb,communication
insult,,B2,verb,communication
interpret,DECIDE MEANING,C1,verb,communication
introduce,TO AN AUDIENCE,C2,verb,communication
invent,NOT TRUE,B2,verb,communication
invite,SOCIAL,A1,verb,communication
invite,ASK OFFICIALLY,C1,verb,communication
justify,GIVE/BE REASON,B2,verb,communication
know,ASK FOR INFORMATION,A1,verb,communication
list,,B2,verb,communication
maintain,SAY SOMETHING IS TRUE,C2,verb,communication
mark,SHOW PLACE,B2,verb,communication
mean,MEANING,A2,verb,communication
mean,EXPRESS,B1,verb,communication
mean,HAVE IMPORTANCE,B1,verb,communication
mention,,B1,verb,communication
motivate,ENTHUSIASTIC,C1,verb,communication
name,SAY WHAT NAME IS,B1,verb,communication
inquire,,B2,verb,communication
interpret,LANGUAGE,B2,verb,communication
interrupt,STOP SPEAKING,B1,verb,communication
learn,BE TOLD INFORMATION,B1,verb,communication
lobby,,C2,verb,communication
mumble,,B2,verb,communication
mutter,,B2,verb,communication
offer,SAY YOU WILL DO,A2,verb,communication
magistrate,,C1,noun,crime
massacre,,C2,noun,crime
offence,CRIME,B2,noun,crime
justice,LAW,B2,noun,crime
law,RULE,B2,noun,crime
kilo,,A2,noun,describing things
kilogram,,A2,noun,describing things
kilometre,,A2,noun,describing things
level,AMOUNT,B2,noun,describing things
level,HEIGHT,B2,noun,describing things
limit,LARGEST POSSIBLE AMOUNT,B1,noun,describing things
litre,,A2,noun,describing things
load,AMOUNT CARRIED,B2,noun,describing things
metre,,A2,noun,describing things
mile,UNIT,B1,noun,describing things
millimetre,,B1,noun,describing things
length,DISTANCE,B1,noun,describing things
length,"BOOK, ETC.",C1,noun,describing things
number,AMOUNT,B1,noun,describing things
left,LEFT SIDE,A2,noun,describing things
maximum,,B1,noun,describing things
lesson,TEACHING PERIOD,A1,noun,education
mark,SCORE,A2,noun,education
nursery,,B2,noun,education
instruct,TEACH,C2,verb,education
know,UNDERSTAND A SUBJECT,B1,verb,education
learn,GET KNOWLEDGE,A1,verb,education
kettle,,B1,noun,food and drink
knife,,A1,noun,food and drink
loaf,,B2,noun,food and drink
main course,,A2,noun,food and drink
meal,,A1,noun,food and drink
menu,FOOD,A2,noun,food and drink
mug,,A2,noun,food and drink
mushroom,,A2,noun,food and drink
omelette,,A2,noun,food and drink
jam,SWEET FOOD,A2,noun,food and drink
junk food,,B2,noun,food and drink
lemonade,,A2,noun,food and drink
meat,,A1,noun,food and drink
milk,,A1,noun,food and drink
mineral water,,A2,noun,food and drink
mint,,B2,noun,food and drink
mustard,,C1,noun,food and drink
juice,,A1,noun,food and drink
leek,,B2,noun,food and drink
lemon,,A2,noun,food and drink
lettuce,,B1,noun,food and drink
lunch,,A1,noun,food and drink
lunchtime,,A2,noun,food and drink
mango,,A2,noun,food and drink
melon,,A2,noun,food and drink
oil,FOR COOKING,A2,noun,food and drink
iron,FOR CLOTHES,B1,noun,homes and buildings
key,FOR LOCKS,A1,noun,homes and buildings
kitchen,,A1,noun,homes and buildings
laboratory,,B1,noun,homes and buildings
ladder,EQUIPMENT,B1,noun,homes and buildings
lamp,,A2,noun,homes and buildings
landmark,BUILDING,C1,noun,homes and buildings
library,,A2,noun,homes and buildings
lift,MACHINE,A2,noun,homes and buildings
light,EQUIPMENT,A2,noun,homes and buildings
living room,,A1,noun,homes and buildings
lobby,,B2,noun,homes and buildings
loft,,C2,noun,homes and buildings
lounge,,C1,noun,homes and buildings
mansion,,C1,noun,homes and buildings
mirror,,A2,noun,homes and buildings
monument,BUILDING/PLACE,B1,noun,homes and buildings
monument,STRUCTURE,B2,noun,homes and buildings
museum,,A1,noun,homes and buildings
office,INFORMATION,A2,noun,homes and buildings
legacy,MONEY/PROPERTY,C2,noun,money
loan,MONEY,B1,noun,money
loss,MONEY,C1,noun,money
note,MONEY,B1,noun,money
offer,PAYMENT,C2,noun,money
interest,MONEY CHARGED,C1,noun,money
interest,MONEY EARNED,C1,noun,money
money,,A1,noun,money
means,MONEY,C2,noun,money
island,,A2,noun,natural world
lake,,A2,noun,natural world
landscape,,B1,noun,natural world
leaf,PLANT,B1,noun,natural world
log,,C1,noun,natural world
mountain,EARTH,A2,noun,natural world
iron,METAL,B1,noun,natural world
land,AREA OF GROUND,B1,noun,natural world
land,NOT SEA,B2,noun,natural world
life,PLANTS/ANIMALS,B1,noun,natural world
moonlight,,B2,noun,natural world
mud,,B2,noun,natural world
nature,LIFE,A2,noun,natural world
oil,FUEL,B1,noun,natural world
jungle,,B1,noun,natural world
metal,,B1,noun,natural world
mist,,B2,noun,natural world
oak,,B2,noun,natural world
ocean,,B1,noun,natural world
jump,,B1,noun,people: actions
kick,HIT,A2,noun,people: actions
kiss,,A2,noun,people: actions
laugh,,B1,noun,people: actions
launch,START OF ACTIVITY,C1,noun,people: actions
look,SEE,B1,noun,people: actions
march,,C1,noun,people: actions
move,ACTION,C1,noun,people: actions
move,CHANGE OF POSITION,C2,noun,people: actions
laughter,,B2,noun,people: actions
jog,,B1,verb,people: actions
jump,INTO AIR,A2,verb,people: actions
kneel,,B2,verb,people: actions
knock,MAKE NOISE,B1,verb,people: actions
laugh,,A2,verb,people: actions
lie,BODY,A2,verb,people: actions
listen,HEAR,A1,verb,people: actions
look,SEE,A1,verb,people: actions
look,SEARCH,A1,verb,people: actions
march,SHOW DISAGREEMENT,C1,verb,people: actions
march,SOLDIERS' WALK,C1,verb,people: actions
meet,GROUP,B1,verb,people: actions
move,CHANGE PLACE,B1,verb,people: actions
inspect,,C1,verb,people: actions
install,EQUIPMENT,B1,verb,people: actions
introduce,SOMETHING NEW,B2,verb,people: actions
invent,NEW DESIGN,B1,verb,people: actions
join,DO TOGETHER,A2,verb,people: actions
join,CONNECT,B1,verb,people: actions
keep,ANIMALS,B2,verb,people: actions
knock,HIT,B1,verb,people: actions
launch,BEGIN,B2,verb,people: actions
learn,REMEMBER,B1,verb,people: actions
leave,FORGET,A2,verb,people: actions
leave,PUT,A2,verb,people: actions
leave,FOR SOMEONE,A2,verb,people: actions
leave,NOT USE ALL,A2,verb,people: actions
lend,GIVE,A2,verb,people: actions
lick,,B2,verb,people: actions
lift,,B1,verb,people: actions
limit,,B2,verb,people: actions
locate,FIND,B2,verb,people: actions
lose,NOT FIND,A2,verb,people: actions
lower,MOVE,B2,verb,people: actions
maintain,KEEP IN GOOD CONDITION,B2,verb,people: actions
make,PRODUCE,A1,verb,people: actions
make,PERFORM,A2,verb,people: actions
meet,PLACE,B1,verb,people: actions
mend,,B1,verb,people: actions
miss,NOT GO,A2,verb,people: actions
miss,AVOID,B1,verb,people: actions
monitor,,C1,verb,people: actions
mount,RIDE,C2,verb,people: actions
name,GIVE NAME,B1,verb,people: actions
observe,WATCH,B2,verb,people: actions
occupy,KEEP BUSY,B2,verb,people: actions
occupy,CONTROL,C1,verb,people: actions
offer,PROVIDE,B1,verb,people: actions
omit,,C1,verb,people: actions
invest,"TIME/ENERGY, ETC.",B2,verb,people: actions
iron,,B1,verb,people: actions
join,BECOME A MEMBER,A2,verb,people: actions
jump,GO OVER,A2,verb,people: actions
kick,HIT,A1,verb,people: actions
kiss,,A2,verb,people: actions
lead,SHOW WAY,B1,verb,people: actions
lead,CONTROL,B2,verb,people: actions
light,START FLAMES,B1,verb,people: actions
load,VEHICLE,B2,verb,people: actions
lock,WITH KEY,B1,verb,people: actions
manage,SUCCEED,B1,verb,people: actions
meet,COME TOGETHER,A1,verb,people: actions
merge,,C2,verb,people: actions
miss,NOT HIT,B2,verb,people: actions
move,CHANGE POSITION,A2,verb,people: actions
notice,,B1,verb,people: actions
obey,,B2,verb,people: actions
lady,,B1,noun,people: appearance
look,APPEARANCE,B2,noun,people: appearance
man,MALE,A1,noun,people: appearance
moustache,,B1,noun,people: appearance
make-up,,A2,noun,people: appearance
joy,CAUSE OF HAPPINESS,B2,noun,people: personality
legend,FAME,C1,noun,people: personality
liar,,B2,noun,people: personality
mind,THINKING,B1,noun,people: personality
joy,HAPPINESS,B2,noun,people: personality
life,ENERGY,B2,noun,people: personality
loyalty,,B2,noun,people: personality
mercy,KINDNESS,C2,noun,people: personality
offence,UPSET FEELINGS,B2,noun,people: personality
love,INTEREST,B2,noun,people: personality
memory,ABILITY TO REMEMBER,B1,noun,people: personality
misery,,B2,noun,people: personality
mood,WAY YOU FEEL,B1,noun,people: personality
nature,CHARACTER,B2,noun,people: personality
nerves,NERVOUS,B2,noun,people: personality
nerve,RUDENESS,C2,noun,people: personality
nerve,BEING BRAVE,C2,noun,people: personality
inspire,ENCOURAGE,B2,verb,people: personality
inspire,FEELING,B2,verb,people: personality
inspire,PROVIDE IDEA,B2,verb,people: personality
interest,,B1,verb,people: personality
irritate,,C1,verb,people: personality
know,BE ABLE,A2,verb,people: personality
like,ENJOY,A1,verb,people: personality
love,LIKE SOMETHING,A1,verb,people: personality
miss,FEEL SAD,A2,verb,people: personality
offend,,B2,verb,people: personality
judge,DEVELOP OPINION,B1,verb,people: personality
learn,CHANGE BEHAVIOUR,B2,verb,people: personality
mind,ANNOYED,B1,verb,people: personality
king,RULER,A2,noun,politics
kingdom,COUNTRY,B2,noun,politics
nation,,B2,noun,politics
love,PERSON,B1,noun,relationships
member,,A2,noun,relationships
mother,,A1,noun,relationships
mother-in-law,,B2,noun,relationships
neighbour,LIVING NEAR,A2,noun,relationships
nephew,,B1,noun,relationships
niece,,B1,noun,relationships
marriage,,B1,noun,relationships
mix,MEET,B2,verb,relationships
leave,END RELATIONSHIP,B1,verb,relationships
lap,SPORTS,B2,noun,shopping
league,,B1,noun,shopping
marathon,,B2,noun,shopping
market,SELLING PLACE,A2,noun,shopping
market,BUYING GROUP,C1,noun,shopping
martial art,,B2,noun,shopping
match,COMPETITION,A2,noun,shopping
net,OBJECT,B1,noun,shopping
leisure,,B1,noun,shopping
lead,WINNING,B2,noun,shopping
lead,BE WINNING,B2,verb,shopping
lose,NOT WIN,B1,verb,shopping
key,KEYBOARD,B2,noun,technology
keyboard,COMPUTER,A2,noun,technology
laptop,,A2,noun,technology
laser,,B2,noun,technology
link,COMPUTER,B1,noun,technology
machine,,A2,noun,technology
menu,COMPUTING,A2,noun,technology
message board,,B1,noun,technology
microphone,,B2,noun,technology
model,DESIGN,A2,noun,technology
monitor,,B2,noun,technology
mouse,COMPUTER,A2,noun,technology
network,COMPUTERS,B2,noun,technology
IT,,A2,noun,technology
machinery,,C1,noun,technology
language,COMPUTERS,C1,noun,technology
memory,COMPUTING,A2,noun,technology
itinerary,,C1,noun,travel
jam,TRAFFIC,B2,noun,travel
jet,,B1,noun,travel
journey,,A2,noun,travel
lane,ROAD,B2,noun,travel
lane,PART,B2,noun,travel
launch,LEAVE LAND,C1,noun,travel
line,RAILWAY,B1,noun,travel
lorry,,B1,noun,travel
map,,A2,noun,travel
motorbike,,A2,noun,travel
motorway,,A2,noun,travel
luggage,,A2,noun,travel
launch,SEND,C1,verb,travel
land,ARRIVE,B1,verb,travel
job,PAID EMPLOYMENT,A1,noun,work
job,PIECE OF WORK,A2,noun,work
model,PERSON,B1,noun,work
labour,WORK,C1,noun,work
labour,WORKERS,C1,noun,work
leave,,C2,noun,work
job,RESPONSIBILITY,B2,noun,work
manage,CONTROL,B1,verb,work
manufacture,,B2,verb,work
murder,,B1,noun,crime
mosque,,A2,noun,homes and buildings
interference,SITUATION,C1,noun,
interference,ELECTRONIC SIGNAL,C2,noun,
intruder,NOT WANTED,C2,noun,
misunderstanding,,B2,noun,
installation,EQUIPMENT,C1,noun,
integration,,C1,noun,
intrusion,,C2,noun,
intervention,,C2,noun,
insecurity,,C2,noun,
injustice,,C1,noun,
input,IDEAS,B2,noun,
insight,,C1,noun,
intrude,,C2,verb,
invade,PLACE,C1,verb,
invade,BECOME INVOLVED,C2,verb,
integrate,,C1,verb,
interval,TIME,C2,noun,
interact,,B2,verb,
interfere,CAUSE PROBLEMS,C1,verb,
misfortune,,C1,noun,
misuse,,C1,noun,
misbehave,,C1,verb,
misplace,,C2,verb,
misunderstand,NOT UNDERSTAND,B2,verb,
misuse,,C1,verb,
occurrence,,C1,noun,
innocence,NOT GUILTY,C1,noun,
negligence,,C2,noun,
keeper,LOOKING AFTER,B1,noun,
lawyer,,B1,noun,
lecturer,,B2,noun,
lighter,,B1,noun,
listener,,C1,noun,
maker,,B2,noun,
master,IN CHARGE,B2,noun,
minister,,B2,noun,
monster,CREATURE,B1,noun,
officer,POLICE,B1,noun,
mechanic,,A2,noun,
jogging,,B1,noun,
lighting,,B2,noun,
loathing,,C2,noun,
mining,,C1,noun,
networking,,C1,noun,
living,,B2,noun,
inspiration,GOOD IDEA,C2,noun,
institution,ORGANIZATION,B2,noun,
institution,TRADITION,C2,noun,
location,PLACE,B1,noun,
mission,PURPOSE,B2,noun,
motivation,REASON,C1,noun,
negotiation,,C1,noun,
observation,REMARK,C1,noun,
occasion,SPECIAL TIME,B1,noun,
occasion,PARTICULAR TIME,B2,noun,
isolation,SEPARATE,C1,noun,
isolation,LONELY,C2,noun,
observation,WATCHING,B2,noun,
occupation,CONTROL,C2,noun,
innovation,,C1,noun,
inspection,OFFICIAL,C1,noun,
inspection,EXAMINATION,C2,noun,
intention,,B2,noun,
interruption,,B2,noun,
introduction,FIRST MEETING,B2,noun,
intuition,,C2,noun,
invasion,LARGE NUMBERS,C2,noun,
invention,,B1,noun,
investigation,,B2,noun,
liberation,,C1,noun,
limitation,RULE,C1,noun,
medication,,C2,noun,
migration,,C1,noun,
modification,,C1,noun,
nomination,,C1,noun,
obligation,,B2,noun,
introduction,FIRST EXPERIENCE,C1,noun,
invitation,CAUSE RESULT,C2,noun,
mechanism,PART OF EQUIPMENT,C1,noun,
mechanism,SYSTEM,C1,noun,
journalism,,B2,noun,
materialism,,C2,noun,
journalist,,B1,noun,
novelist,,B2,noun,
mentality,,C1,noun,
minority,RACE,C1,noun,
necessity,SOMETHING NEEDED,C1,noun,
intensity,,C2,noun,
liability,RESPONSIBILITY,C1,noun,
mediocrity,,C2,noun,
necessity,NEED,C1,noun,
normality,,C2,noun,
nationality,,A1,noun,
liability,TROUBLE,C1,noun,
objective,,B2,noun,
maximize,,C2,verb,
minimize,,C1,verb,
investment,"TIME/EFFORT, ETC.",B2,noun,
judgment,OPINION,B2,noun,
movement,GROUP,C1,noun,
judgment,ABILITY,C2,noun,
involvement,,B2,noun,
loneliness,,C1,noun,
inspector,POLICE,B2,noun,
inventor,,B2,noun,
investigator,,B2,noun,
leadership,JOB,C1,noun,
membership,BELONGING,B1,noun,
killing,,B1,noun,
instance,EXAMPLE,C1,noun,
institute,,B2,noun,
instruction,TELL,C2,noun,
instrument,FOR ACHIEVING SOMETHING,C2,noun,
instrument,TOOL,C1,noun,
interior,,B2,noun,
item,PART OF SET,B1,noun,
jam,BLOCK,C1,noun,
jar,,B1,noun,
jewel,,B2,noun,
journal,MAGAZINE,C1,noun,
journal,BOOK,C2,noun,
judge,COURT,B2,noun,
judge,COMPETITION,B1,noun,
jug,,B1,noun,
key,ANSWERS,A2,noun,
key,METHOD,B1,noun,
kind,,A1,noun,
king,BEST PERSON,C1,noun,
kit,COLLECTION,B1,noun,
kite,,A2,noun,
knob,,C1,noun,
knot,FASTENING,C2,noun,
label,COMPANY,B1,noun,
ladder,STAGES,C1,noun,
landlady,,B2,noun,
landlord,,B2,noun,
landmark,EVENT,C2,noun,
law,ALWAYS TRUE,C2,noun,
lawn,,C1,noun,
layer,,B2,noun,
layout,,C1,noun,
leaflet,,B2,noun,
leak,HOLE,B2,noun,
leak,SECRET,C2,noun,
leap,CHANGE,C2,noun,
lecture,,B1,noun,
legacy,SITUATION,C2,noun,
lesson,EXPERIENCE,B2,noun,
level,ABILITY,A2,noun,
level,RANK,C1,noun,
lid,,B2,noun,
life,PERSON'S EXISTENCE,B2,noun,
lifespan,,C2,noun,
lifestyle,,B2,noun,
line,LONG MARK,A2,noun,
line,ROW,C2,noun,
line,BORDER,C2,noun,
line,TELEPHONE,B2,noun,
line,PRODUCT,C1,noun,
line,APPROACH TO SUBJECT,C2,noun,
line,MILITARY,C2,noun,
link,CONNECTION,B2,noun,
lock,,B1,noun,
lottery,,B1,noun,
lump,PIECE,C2,noun,
luxury,EXPENSIVE THING,C1,noun,
male,,B2,noun,
mall,,B1,noun,
margin,DIFFERENCE,C2,noun,
margin,PROFIT,C2,noun,
mark,DIFFERENT AREA,B2,noun,
market,BUSINESS,C2,noun,
mat,,C1,noun,
match,STICK,B2,noun,
mayor,,B2,noun,
measure,METHOD,B2,noun,
medal,,B2,noun,
memorial,,C2,noun,
message,IDEA,B2,noun,
method,,B1,noun,
millennium,,C2,noun,
mine,UNDERGROUND,B2,noun,
ministry,,C1,noun,
minute,60 SECONDS,A1,noun,
miracle,,B2,noun,
missile,,C2,noun,
mistake,WRONG ACTION,A2,noun,
mobile,,A1,noun,
mobile phone,,A1,noun,
modal (verb),,B1,noun,
mode,,C1,noun,
model,COPY,A2,noun,
model,EXAMPLE,C2,noun,
moment,SHORT TIME,A2,noun,
moment,POINT IN TIME,B1,noun,
month,PART OF YEAR,A1,noun,
month,FOUR WEEKS,A1,noun,
motive,,B2,noun,
motor,,B2,noun,
move,CHANGE OF PLACE,C1,noun,
murmur,,C2,noun,
musician,,B1,noun,
myth,FALSE IDEA,C1,noun,
nail,METAL,B2,noun,
nap,,C1,noun,
needle,SEWING,B2,noun,
neighbour,BEING NEAR,B2,noun,
neighbourhood,,B1,noun,
network,CONNECTED PARTS,B2,noun,
network,PEOPLE,C1,noun,
network,COMPANY,C1,noun,
network,PEOPLE,C1,noun,
newsletter,,C1,noun,
nickname,,C1,noun,
nightclub,,B1,noun,
nightmare,BAD EXPERIENCE,B1,noun,
nightmare,BAD DREAM,B1,noun,
norm,SOCIETY,C1,noun,
note,EXPLANATION,B2,noun,
noticeboard,,B1,noun,
notion,,C1,noun,
noun,,A2,noun,
novelty,NEW THING,C2,noun,
number,SYMBOL,A1,noun,
nurse,,A2,noun,
nut,,B2,noun,
object,THING,B1,noun,
object,GRAMMAR,B1,noun,
obstacle,,C1,noun,
odour,,C2,noun,
offer,CHEAP,B1,noun,
office,PLACE,A2,noun,
olive,,B1,noun,
instruction,TEACHING/TRAINING,C2,noun,
interest,QUALITY,B1,noun,
jealousy,,C1,noun,
junk mail,,C1,noun,
justice,FAIRNESS,B2,noun,
laundry,,B2,noun,
law,SUBJECT,B1,noun,
leather,,A2,noun,
liberty,FREEDOM,B2,noun,
light,BRIGHTNESS,B1,noun,
likelihood,,C2,noun,
linen,CLOTH,C2,noun,
linen,SHEETS ETC.,C2,noun,
literacy,,C1,noun,
litter,,B2,noun,
logic,,C1,noun,
love,FRIENDS/FAMILY,B1,noun,
love,ROMANCE/SEX,B1,noun,
luck,CHANCE,A2,noun,
luck,SUCCESS,B2,noun,
lure,,C2,noun,
luxury,COMFORT,B1,noun,
magic,SPECIAL POWERS,A2,noun,
magic,ENTERTAINMENT,A2,noun,
magic,SPECIAL QUALITY,B2,noun,
man,PEOPLE,B2,noun,
mankind,,B2,noun,
matter,TYPE OF THING,C2,noun,
medicine,TREATMENT,B1,noun,
midday,,A2,noun,
midnight,,A2,noun,
momentum,,C2,noun,
morale,,C2,noun,
neglect,,C1,noun,
nightlife,,B1,noun,
noon,,A2,noun,
north,DIRECTION,A2,noun,
northeast,,B1,noun,
northwest,,B1,noun,
nostalgia,,C2,noun,
notice,ATTENTION,B1,noun,
novelty,QUALITY,C2,noun,
nutrition,,C1,noun,
office,JOB,C1,noun,
instinct,,C2,noun,
intellect,,C2,noun,
interest,ADVANTAGE,C2,noun,
jail,,B1,noun,
January,,A1,noun,
July,,A1,noun,
June,,A1,noun,
justification,,C2,noun,
lamb,,B1,noun,
length,TIME,B2,noun,
life,TIME,A1,noun,
life,WAY OF LIVING,B1,noun,
liquid,,B1,noun,
loss,NOT HAVING,B2,noun,
loss,DEATH,B2,noun,
mail,EMAIL,A2,noun,
March,,A1,noun,
material,CLOTH,B1,noun,
material,PHYSICAL SUBSTANCE,B2,noun,
May,,A1,noun,
